LG	contig	pos	av	Mpos_majority	Mpos_min	Mpos_max	inf_min	orientation	rndm_orientation
13	Contig107375	6728	34.0375	34.0375	34.0375	34.0375	34.030772	unk	pos
3	Contig10740	10841	0.00950000000000001	0.00950000000000001	0.00950000000000001	0.00950000000000001	0	unk	pos
1	Contig107457	2669	49.546	49.546	49.546	49.546	49.543331	unk	pos
3	Contig107465	2664	3.3005	3.3005	3.3005	3.3005	3.297836	unk	neg
10	Contig10747	1813	2.5105	2.5105	2.5105	2.5105	2.508687	unk	neg
14	Contig107495	7043	10.2385	10.2385	10.2385	10.2385	10.231457	unk	pos
1	Contig107593	4184	12.85	12.85	12.85	12.85	12.845816	unk	neg
2	Contig10760	39273	54.1735	54.1735	54.1735	54.1735	54.134227	unk	pos
15	Contig107601	6801	13.7265	13.7265	13.7265	13.7265	13.719699	unk	pos
2	Contig107639	5515	45.73	45.73	45.73	45.73	45.724485	unk	neg
8	Contig107654	344	14.0075	14.0075	14.0075	14.0075	14.007156	unk	pos
5	Contig107659	2059	42.821	42.821	42.821	42.821	42.818941	unk	neg
1	Contig107685	13654	13.7155	13.7155	13.7155	13.7155	13.701846	unk	pos
2	Contig107706	139	69.558	69.558	69.558	69.558	69.557861	unk	neg
8	Contig107730	28698	1.8435	1.8435	1.8435	1.8435	1.814802	unk	pos
8	Contig107733	21723	50.9725	50.9725	50.9725	50.9725	50.950777	unk	neg
9	Contig107735	3670	32.454	32.454	32.454	32.454	32.45033	unk	pos
3	Contig107749	28406	66.602	66.602	66.602	66.602	66.573594	unk	neg
6	Contig10777	6034	15.0625	15.0625	15.0625	15.0625	15.056466	unk	neg
9	Contig107779	788	41.8195	41.8195	41.8195	41.8195	41.818712	unk	pos
16	Contig107784	2669	52.7375	52.7375	52.7375	52.7375	52.734831	unk	pos
1	Contig1078	94429	35.667	35.667	35.667	35.667	35.572571	unk	pos
12	Contig107816	13457	41.0036362908873	41.0036362908873	41.0036362908873	41.0036362908873	40.9901792908873	unk	neg
1	Contig107839	23390	0.965499999999999	0.965499999999999	0.965499999999999	0.965499999999999	0.942109999999999	unk	pos
11	Contig107841	1942	24.462	24.462	24.462	24.462	24.460058	unk	pos
16	Contig107843	699	34.149	34.149	34.149	34.149	34.148301	unk	neg
2	Contig107847	16525	0.3415	0.3415	0.3415	0.3415	0.324975	unk	neg
11	Contig107853	10869	24.462	24.462	24.462	24.462	24.451131	unk	neg
3	Contig107866	254	15.137	15.137	15.137	15.137	15.136746	unk	neg
3	Contig10787	5623	27.3695	27.3695	27.3695	27.3695	27.363877	unk	neg
8	Contig107891	1474	39.691	39.691	39.691	39.691	39.689526	unk	neg
12	Contig1079	35209	46.1125	46.1125	46.1125	46.1125	46.077291	unk	neg
17	Contig107911	5674	31.4462037024375	31.4462037024375	31.4462037024375	31.4462037024375	31.4405297024375	unk	pos
6	Contig10797	20062	38.596	38.596	38.596	38.596	38.575938	unk	neg
4	Contig108000	24958	41.514	41.514	41.514	41.514	41.489042	unk	pos
15	Contig108002	11081	27.153	27.153	27.153	27.153	27.141919	unk	pos
9	Contig108034	11413	49.854	49.854	49.854	49.854	49.842587	unk	neg
2	Contig108036	33598	54.1735	54.1735	54.1735	54.1735	54.139902	unk	neg
5	Contig10804	13489	39.272	39.272	39.272	39.272	39.258511	unk	neg
12	Contig108072	48696	46.1125	46.1125	46.1125	46.1125	46.063804	unk	neg
8	Contig10808	176	22.8935	22.8935	22.8935	22.8935	22.893324	unk	neg
6	Contig108116	20444	38.913	38.913	38.913	38.913	38.892556	unk	pos
6	Contig108132	34123	17.4365	17.4365	17.4365	17.4365	17.402377	unk	pos
4	Contig108147	13528	1.5085	1.5085	1.5085	1.5085	1.494972	unk	pos
3	Contig108165	2181	3.3005	3.3005	3.3005	3.3005	3.298319	unk	pos
5	Contig108177	1671	7.433	7.433	7.433	7.433	7.431329	unk	pos
13	Contig108207	40880	13.6105	13.6105	13.6105	13.6105	13.56962	unk	pos
2	Contig108223	18371	49.104	49.104	49.104	49.104	49.085629	unk	neg
11	Contig108329	5167	14.7905	14.7905	14.7905	14.7905	14.785333	unk	pos
10	Contig108367	42021	27.509	27.509	27.509	27.509	27.466979	unk	pos
5	Contig108370	20424	1.741	1.741	1.741	1.741	1.720576	unk	pos
12	Contig1084	16825	26.2655	26.2655	26.2655	26.2655	26.248675	unk	neg
16	Contig108405	16466	13.992	13.992	13.992	13.992	13.975534	unk	neg
11	Contig108427	6147	57.208	57.208	57.208	57.208	57.201853	unk	pos
2	Contig108430	2219	41.512	41.512	41.512	41.512	41.509781	unk	pos
1	Contig10845	20380	0.965499999999999	0.965499999999999	0.965499999999999	0.965499999999999	0.945119999999999	unk	neg
6	Contig10849	28100	31.0045	31.0045	31.0045	31.0045	30.9764	unk	pos
12	Contig108496	2907	0	0	0	0	0	unk	neg
12	Contig10851	21634	29.627	29.627	29.627	29.627	29.605366	unk	pos
16	Contig108515	9349	44.2675	44.2675	44.2675	44.2675	44.258151	unk	neg
1	Contig108528	29745	75.534	75.534	75.534	75.534	75.504255	unk	neg
12	Contig108560	248	34.1835	34.1835	34.1835	34.1835	34.183252	unk	neg
7	Contig108569	12917	17.4975	17.4975	17.4975	17.4975	17.484583	unk	pos
1	Contig10858	344	75.534	75.534	75.534	75.534	75.533656	unk	neg
16	Contig10860	12230	44.2675	44.2675	44.2675	44.2675	44.25527	unk	pos
11	Contig108613	1963	14.3545	14.3545	14.3545	14.3545	14.352537	unk	pos
5	Contig108621	39725	21.334	21.334	21.334	21.334	21.294275	unk	neg
5	Contig108623	438	21.644	21.644	21.644	21.644	21.643562	unk	pos
5	Contig10863	7003	3.446	3.446	3.446	3.446	3.438997	unk	neg
3	Contig108645	1374	13.2885	13.2885	13.2885	13.2885	13.287126	unk	pos
9	Contig108653	848	28.0725	28.0725	28.0725	28.0725	28.071652	unk	neg
7	Contig108733	6163	19.769	19.769	19.769	19.769	19.762837	unk	pos
11	Contig10874	2478	53.1745	53.1745	53.1745	53.1745	53.172022	unk	pos
2	Contig10878	13598	45.73	45.73	45.73	45.73	45.716402	unk	neg
6	Contig108784	5251	8.4375	8.4375	8.4375	8.4375	8.432249	unk	neg
7	Contig108831	13464	4.692	4.692	4.692	4.692	4.678536	unk	pos
4	Contig108879	1363	55.9695	55.9695	55.9695	55.9695	55.968137	unk	neg
5	Contig1089	38576	29.3765	29.3765	29.3765	29.3765	29.337924	unk	neg
2	Contig108916	11044	54.1735	54.1735	54.1735	54.1735	54.162456	unk	neg
4	Contig108922	36820	1.5085	1.5085	1.5085	1.5085	1.47168	unk	neg
6	Contig108933	329	46.5235	46.5235	46.5235	46.5235	46.523171	unk	pos
1	Contig108963	869	37.6385	37.6385	37.6385	37.6385	37.637631	unk	pos
4	Contig108977	9248	12.657	12.657	12.657	12.657	12.647752	unk	pos
10	Contig108996	5417	3.12	3.12	3.12	3.12	3.114583	unk	pos
5	Contig109022	20837	0	0	0	0	0	unk	pos
6	Contig10905	809	29.3	29.3	29.3	29.3	29.299191	unk	neg
11	Contig109063	301	57.208	57.208	57.208	57.208	57.207699	unk	neg
13	Contig109067	55710	38.829	38.829	38.829	38.829	38.77329	unk	neg
1	Contig109104	5325	11.3975	11.3975	11.3975	11.3975	11.392175	unk	pos
16	Contig10915	13311	24.4325	24.4325	24.4325	24.4325	24.419189	unk	neg
1	Contig10917	14785	37.357	37.357	37.357	37.357	37.342215	unk	neg
9	Contig109183	9085	52.999	52.999	52.999	52.999	52.989915	unk	neg
1	Contig109186	2434	0.965499999999999	0.965499999999999	0.965499999999999	0.965499999999999	0.963065999999999	unk	pos
17	Contig109216	555	42.3425	42.3425	42.3425	42.3425	42.341945	unk	pos
12	Contig109244	21080	40.5365	40.5365	40.5365	40.5365	40.51542	unk	pos
14	Contig10930	3335	11.1155	11.1155	11.1155	11.1155	11.112165	unk	pos
8	Contig109330	6810	20.376	20.376	20.376	20.376	20.36919	unk	neg
12	Contig109336	8855	53.8045	53.8045	53.8045	53.8045	53.795645	unk	pos
12	Contig109341	2228	53.8045	53.8045	53.8045	53.8045	53.802272	unk	neg
3	Contig109349	10171	23.9797371122929	23.9797371122929	23.9797371122929	23.9797371122929	23.9695661122929	unk	pos
6	Contig109442	253	41.447	41.447	41.447	41.447	41.446747	unk	neg
1	Contig10948	39918	46.538	46.538	46.538	46.538	46.498082	unk	pos
1	Contig109564	1865	20.9185	20.9185	20.9185	20.9185	20.916635	unk	pos
13	Contig109606	12433	26.1445	26.1445	26.1445	26.1445	26.132067	unk	pos
9	Contig109618	1069	37.3825	37.3825	37.3825	37.3825	37.381431	unk	neg
2	Contig109692	1657	19.766	19.766	19.766	19.766	19.764343	unk	pos
10	Contig109774	1569	2.5105	2.839	2.5105	2.839	2.837431	neg	neg
13	Contig1098	13800	26.4255	26.4255	26.4255	26.4255	26.4117	unk	neg
8	Contig109823	349	29.79	29.79	29.79	29.79	29.789651	unk	pos
14	Contig109857	1421	11.4125	11.4125	11.4125	11.4125	11.411079	unk	neg
12	Contig109882	11328	52.961	52.961	52.961	52.961	52.949672	unk	neg
1	Contig10993	675	31.0895	31.0895	31.0895	31.0895	31.088825	unk	neg
7	Contig109953	1154	4.692	4.692	4.692	4.692	4.690846	unk	pos
14	Contig109957	23940	11.709	11.709	11.709	11.709	11.68506	unk	neg
9	Contig109979	30389	6.3785	6.3785	6.3785	6.3785	6.348111	unk	pos
8	Contig1100	68798	37.705	37.705	37.705	37.705	37.636202	unk	pos
2	Contig110012	5766	15.1345	15.1345	15.1345	15.1345	15.128734	unk	neg
2	Contig110041	50528	73.4425	73.4425	73.4425	73.4425	73.391972	unk	neg
14	Contig110058	3071	8.524	8.524	8.524	8.524	8.520929	unk	neg
10	Contig11008	54450	26.8905	26.8905	26.8905	26.8905	26.83605	unk	neg
1	Contig110093	16194	70.6185	70.6185	70.6185	70.6185	70.602306	unk	neg
17	Contig110126	4257	42.9065	42.9065	42.9065	42.9065	42.902243	unk	neg
13	Contig110129	11340	32.067	32.067	32.067	32.067	32.05566	unk	pos
12	Contig110195	27211	8.307	8.307	8.307	8.307	8.279789	unk	neg
5	Contig110209	3396	21.9255	21.9255	21.9255	21.9255	21.922104	unk	pos
17	Contig110213	6469	31.9458761580801	31.9458761580801	31.9458761580801	31.9458761580801	31.9394071580801	unk	pos
11	Contig110259	16422	53.1745	53.1745	53.1745	53.1745	53.158078	unk	pos
5	Contig110301	21891	45.739	45.739	45.739	45.739	45.717109	unk	neg
1	Contig110302	20143	41.2815	41.2815	41.2815	41.2815	41.261357	unk	pos
13	Contig110330	423	34.0375	34.0375	34.0375	34.0375	34.037077	unk	neg
11	Contig110337	905	52.908	52.908	52.908	52.908	52.907095	unk	pos
11	Contig110349	30852	8.612	8.612	8.612	8.612	8.581148	unk	neg
7	Contig110391	37042	25.169	25.169	25.169	25.169	25.131958	unk	pos
7	Contig1104	3497	37.7405	37.7405	37.7405	37.7405	37.737003	unk	neg
5	Contig110449	7219	29.946	29.946	29.946	29.946	29.938781	unk	neg
2	Contig11049	13790	17.7745	17.7745	17.7745	17.7745	17.76071	unk	neg
15	Contig110520	13646	28.9395	28.9395	28.9395	28.9395	28.925854	unk	neg
4	Contig11054	960	1.5085	1.5085	1.5085	1.5085	1.50754	unk	pos
3	Contig11055	23187	25.89	25.89	25.89	25.89	25.866813	unk	neg
12	Contig110558	11927	25.3275	25.3275	25.3275	25.3275	25.315573	unk	pos
2	Contig110647	3357	76.9735	76.9735	76.9735	76.9735	76.970143	unk	neg
2	Contig110659	7246	42.355	42.355	42.355	42.355	42.347754	unk	pos
1	Contig110701	7298	15.465	15.465	15.465	15.465	15.457702	unk	pos
9	Contig110724	10097	19.3188363533409	19.3188363533409	19.3188363533409	19.3188363533409	19.3087393533409	unk	pos
15	Contig110734	1384	13.7265	13.7265	13.7265	13.7265	13.725116	unk	neg
5	Contig110735	3934	7.433	7.433	7.433	7.433	7.429066	unk	pos
8	Contig110762	11940	20.376	20.376	20.376	20.376	20.36406	unk	pos
10	Contig110784	13166	3.12	3.12	3.12	3.12	3.106834	unk	pos
4	Contig110797	15386	26.7265	26.7265	26.7265	26.7265	26.711114	unk	pos
1	Contig110798	10295	0.965499999999999	0.965499999999999	0.965499999999999	0.965499999999999	0.955204999999999	unk	pos
3	Contig1108	61252	54.9365	54.9365	54.9365	54.9365	54.875248	unk	pos
11	Contig110832	3641	52.908	52.908	52.908	52.908	52.904359	unk	pos
2	Contig110833	713	54.1735	54.1735	54.1735	54.1735	54.172787	unk	neg
13	Contig110834	696	0	0	0	0	0	unk	neg
8	Contig110878	19292	31.7975	31.7975	31.7975	31.7975	31.778208	unk	neg
2	Contig110892	44581	60.093	60.093	60.093	60.093	60.048419	unk	pos
1	Contig110929	47111	27.711	27.711	27.711	27.711	27.663889	unk	neg
3	Contig111001	12606	21.647	21.647	21.647	21.647	21.634394	unk	neg
16	Contig11101	897	12.7565	12.7565	12.7565	12.7565	12.755603	unk	pos
6	Contig111016	16433	33.21	33.21	33.21	33.21	33.193567	unk	pos
1	Contig111018	8819	0.965499999999999	0.965499999999999	0.965499999999999	0.965499999999999	0.956680999999999	unk	pos
6	Contig11102	1609	44.2655	44.2655	44.2655	44.2655	44.263891	unk	neg
12	Contig111031	1509	43.512	43.512	43.512	43.512	43.510491	unk	neg
5	Contig111094	10151	21.9255	21.9255	21.9255	21.9255	21.915349	unk	pos
15	Contig1111	142368	31.2575	31.2575	31.2575	31.2575	31.115132	unk	neg
9	Contig11114	305	19.266	19.266	19.266	19.266	19.265695	unk	pos
13	Contig11117	17260	6.326	6.326	6.326	6.326	6.30874	unk	pos
4	Contig111170	21686	1.5085	1.5085	1.5085	1.5085	1.486814	unk	pos
9	Contig111208	23720	2.4175	2.4175	2.4175	2.4175	2.39378	unk	pos
3	Contig111241	9370	30.3035	30.3035	30.3035	30.3035	30.29413	unk	neg
8	Contig111271	13753	14.345	14.345	14.345	14.345	14.331247	unk	neg
16	Contig111287	8087	12.7565	12.7565	12.7565	12.7565	12.748413	unk	neg
2	Contig11130	23715	87.1805	87.1805	87.1805	87.1805	87.156785	unk	neg
4	Contig111346	11057	32.744	32.744	32.744	32.744	32.732943	unk	pos
9	Contig11135	29925	52.999	52.999	52.999	52.999	52.969075	unk	neg
1	Contig111355	1795	52.947	52.947	52.947	52.947	52.945205	unk	neg
3	Contig1114	37292	25.89	25.89	25.89	25.89	25.852708	unk	pos
2	Contig111404	2506	55.298	55.298	55.298	55.298	55.295494	unk	pos
6	Contig111424	9542	40.884	40.884	40.884	40.884	40.874458	unk	neg
1	Contig111447	2755	0.965499999999999	0.965499999999999	0.965499999999999	0.965499999999999	0.962744999999999	unk	neg
12	Contig111483	23017	8.307	8.307	8.307	8.307	8.283983	unk	neg
10	Contig111493	9667	0	0	0	0	0	unk	pos
5	Contig111504	2344	45.739	45.739	45.739	45.739	45.736656	unk	neg
13	Contig111528	13903	8.9415	8.9415	8.9415	8.9415	8.927597	unk	pos
1	Contig11154	2156	42.9605	42.9605	42.9605	42.9605	42.958344	unk	neg
6	Contig111544	5689	31.0045	31.0045	31.0045	31.0045	30.998811	unk	pos
3	Contig111559	4262	27.3695	27.3695	27.3695	27.3695	27.365238	unk	pos
6	Contig11158	13642	50.1875	50.1875	50.1875	50.1875	50.173858	unk	pos
1	Contig111604	361	42.9605	42.9605	42.9605	42.9605	42.960139	unk	pos
17	Contig111628	1390	42.3425	42.3425	42.3425	42.3425	42.34111	unk	neg
4	Contig111629	1475	1.5085	1.5085	1.5085	1.5085	1.507025	unk	neg
2	Contig111668	3745	54.1735	54.1735	54.1735	54.1735	54.169755	unk	pos
4	Contig1117	25654	36.5505	36.5505	36.5505	36.5505	36.524846	unk	pos
3	Contig111715	20138	46.931	46.931	46.931	46.931	46.910862	unk	neg
5	Contig111724	9792	45.739	45.739	45.739	45.739	45.729208	unk	pos
1	Contig111731	3331	41.2815	41.2815	41.2815	41.2815	41.278169	unk	pos
4	Contig11174	59972	7.6025	7.6025	7.6025	7.6025	7.542528	unk	neg
12	Contig111760	345	44.957	44.957	44.957	44.957	44.956655	unk	neg
1	Contig11179	913	70.6185	70.6185	70.6185	70.6185	70.617587	unk	neg
4	Contig111793	15629	32.46	32.46	32.46	32.46	32.444371	unk	pos
14	Contig111811	1068	25.2435	25.2435	25.2435	25.2435	25.242432	unk	pos
2	Contig111813	5555	39.824	39.824	39.824	39.824	39.818445	unk	neg
10	Contig111821	945	41.899	41.899	41.899	41.899	41.898055	unk	neg
3	Contig111823	3376	24.7115	24.7115	24.7115	24.7115	24.708124	unk	pos
11	Contig111955	2076	53.1745	53.1745	53.1745	53.1745	53.172424	unk	pos
17	Contig111962	7183	36.0035	36.0035	36.0035	36.0035	35.996317	unk	pos
2	Contig111963	17381	50.0105	50.0105	50.0105	50.0105	49.993119	unk	pos
10	Contig112	1251	38.7485	38.7485	38.7485	38.7485	38.747249	unk	pos
14	Contig112003	18583	10.2385	10.2385	10.2385	10.2385	10.219917	unk	neg
13	Contig112056	5990	39.1105	39.1105	39.1105	39.1105	39.10451	unk	pos
9	Contig112077	682	46.571	46.571	46.571	46.571	46.570318	unk	pos
4	Contig11209	87	1.359	1.5085	1.359	1.5085	1.508413	neg	neg
1	Contig112090	4771	0.965499999999999	0.965499999999999	0.965499999999999	0.965499999999999	0.960728999999999	unk	neg
1	Contig112124	17936	80.9515	80.9515	80.9515	80.9515	80.933564	unk	neg
5	Contig112174	31483	39.272	39.272	39.272	39.272	39.240517	unk	neg
5	Contig112175	6315	39.272	39.272	39.272	39.272	39.265685	unk	pos
13	Contig11223	4147	26.4255	26.4255	26.4255	26.4255	26.421353	unk	pos
4	Contig112269	27926	13.24	13.24	13.24	13.24	13.212074	unk	pos
3	Contig11229	127	62.838	62.838	62.838	62.838	62.837873	unk	pos
1	Contig112298	625	0.965499999999999	0.965499999999999	0.965499999999999	0.965499999999999	0.964874999999999	unk	neg
1	Contig112306	40915	8.6855	8.6855	8.6855	8.6855	8.644585	unk	pos
11	Contig112349	39335	52.3195	52.3195	52.3195	52.3195	52.280165	unk	neg
2	Contig112360	5938	23.687	23.687	23.687	23.687	23.681062	unk	neg
6	Contig112373	10078	29.3	29.3	29.3	29.3	29.289922	unk	neg
7	Contig112381	41801	15.9345	15.9345	15.9345	15.9345	15.892699	unk	pos
3	Contig112414	4116	30.583	30.583	30.583	30.583	30.578884	unk	neg
13	Contig112443	431	45.0935	45.0935	45.0935	45.0935	45.093069	unk	pos
2	Contig112445	16888	38.415	38.415	38.415	38.415	38.398112	unk	pos
4	Contig112487	17604	1.5085	1.5085	1.5085	1.359	1.490896	pos	neg
4	Contig112513	6595	4.941	4.941	4.941	4.941	4.934405	unk	pos
2	Contig11256	45770	52.486	52.486	52.486	52.486	52.44023	unk	pos
9	Contig112597	10945	52.999	52.999	52.999	52.999	52.988055	unk	pos
10	Contig11260	1652	2.839	2.839	2.839	2.839	2.837348	unk	pos
8	Contig112600	4609	50.6905	50.6905	50.6905	50.6905	50.685891	unk	pos
15	Contig112607	2540	31.2575	31.2575	31.2575	31.2575	31.25496	unk	neg
3	Contig112617	6574	8.635	8.635	8.635	8.635	8.628426	unk	pos
9	Contig112641	32751	28.0725	28.0725	28.0725	28.0725	28.039749	unk	pos
3	Contig112646	16766	30.3035	30.3035	30.3035	30.3035	30.286734	unk	pos
15	Contig11266	1905	34.669	34.669	34.669	34.669	34.667095	unk	pos
9	Contig112706	5628	28.0725	28.0725	28.0725	28.0725	28.066872	unk	neg
2	Contig112715	1261	0.6405	0.6405	0.6405	0.6405	0.639239	unk	neg
12	Contig112744	3470	8.307	8.307	8.307	8.307	8.30353	unk	neg
14	Contig112752	8394	16.4135	16.4135	16.4135	16.4135	16.405106	unk	pos
10	Contig112825	7805	3.12	3.12	3.12	3.12	3.112195	unk	pos
8	Contig112851	6913	10.1185	10.1185	10.1185	10.1185	10.111587	unk	neg
2	Contig112859	11617	42.6365	42.6365	42.6365	42.6365	42.624883	unk	pos
17	Contig1129	48275	62.3215	62.3215	62.3215	62.3215	62.273225	unk	pos
15	Contig11290	26725	30.9675	30.9675	30.9675	30.9675	30.940775	unk	neg
1	Contig112933	1561	32.359	32.359	32.359	32.359	32.357439	unk	neg
14	Contig112935	511	10.2385	10.2385	10.2385	10.2385	10.237989	unk	pos
12	Contig11295	92279	46.1125	46.1125	46.1125	46.1125	46.020221	unk	neg
16	Contig112983	11514	2.097	2.097	2.097	2.097	2.085486	unk	neg
17	Contig113	25029	40.6465	40.6465	40.6465	40.6465	40.621471	unk	pos
4	Contig113019	6978	12.657	12.657	12.657	12.657	12.650022	unk	neg
15	Contig113028	10882	6.157	6.157	6.157	6.157	6.146118	unk	neg
8	Contig113041	342	50.6905	50.6905	50.6905	50.6905	50.690158	unk	neg
3	Contig113074	7226	30.583	30.583	30.583	30.583	30.575774	unk	pos
16	Contig113078	25681	55.8855	55.8855	55.8855	55.8855	55.859819	unk	neg
1	Contig113110	13349	46.538	46.538	46.538	46.538	46.524651	unk	pos
3	Contig11312	63635	0	0	0	0	0	unk	neg
12	Contig113122	41355	8.307	8.307	8.307	8.307	8.265645	unk	neg
15	Contig11313	20187	40.3265	40.3265	40.3265	40.3265	40.306313	unk	neg
14	Contig113130	5961	17.3545	17.3545	17.3545	17.3545	17.348539	unk	pos
14	Contig113168	5280	17.3545	17.3545	17.3545	17.3545	17.34922	unk	neg
2	Contig113169	17690	63.176	63.457	63.176	63.457	63.43931	neg	pos
5	Contig113179	4727	27.365	27.365	27.365	27.365	27.360273	unk	neg
11	Contig11318	5307	52.908	52.908	52.908	52.908	52.902693	unk	pos
9	Contig11325	1374	18.6395	18.6395	18.6395	18.6395	18.638126	unk	pos
4	Contig113263	9663	8.927	8.927	8.927	8.927	8.917337	unk	pos
3	Contig113287	15238	46.931	46.931	46.931	46.931	46.915762	unk	pos
14	Contig11333	20476	16.4135	16.7105	16.4135	16.7105	16.690024	neg	neg
13	Contig113341	24883	39.676	39.676	39.676	39.676	39.651117	unk	neg
15	Contig113391	5849	56.494	56.494	56.494	56.494	56.488151	unk	pos
17	Contig1134	15274	36.0035	36.0035	36.0035	36.0035	35.988226	unk	neg
2	Contig11342	1771	52.486	52.486	52.486	52.486	52.484229	unk	pos
1	Contig11346	12732	0.965499999999999	0.965499999999999	0.965499999999999	0.965499999999999	0.952767999999999	unk	pos
12	Contig11349	29438	1.276	1.276	1.276	1.276	1.246562	unk	neg
16	Contig113590	3786	12.7565	12.7565	12.7565	12.7565	12.752714	unk	pos
10	Contig113610	54205	32.786	32.786	32.786	32.786	32.731795	unk	neg
9	Contig113612	43579	28.0725	28.0725	28.0725	28.0725	28.028921	unk	neg
14	Contig113633	7220	11.709	11.709	11.709	11.709	11.70178	unk	neg
9	Contig1137	38784	32.454	32.454	32.454	32.454	32.415216	unk	pos
11	Contig113724	4246	52.908	52.908	52.908	52.908	52.903754	unk	pos
5	Contig11373	29256	27.365	27.365	27.365	27.365	27.335744	unk	neg
16	Contig1138	3422	47.657	47.657	47.657	47.657	47.653578	unk	pos
8	Contig113898	1370	46.622	46.622	46.622	46.622	46.62063	unk	neg
7	Contig11390	11605	37.7405	37.7405	37.7405	37.7405	37.728895	unk	pos
1	Contig113922	3960	0.965499999999999	0.965499999999999	0.965499999999999	0.965499999999999	0.961539999999999	unk	neg
13	Contig113927	6455	24.672	24.672	24.672	24.672	24.665545	unk	neg
15	Contig1140	9189	34.669	34.669	34.669	34.669	34.659811	unk	pos
12	Contig11409	6359	49.0475	49.0475	49.0475	49.0475	49.041141	unk	pos
12	Contig114125	54740	3.321	3.321	3.321	3.321	3.26626	unk	neg
5	Contig114145	131	51.5745	51.5745	51.5745	51.5745	51.574369	unk	pos
11	Contig114179	2886	14.3545	14.3545	14.3545	14.3545	14.351614	unk	neg
6	Contig114190	3858	31.0045	31.0045	31.0045	31.0045	31.000642	unk	pos
